datetime,oveFan_u,oveHeaPumY_u,ovePum_u,reaTSetCoo_y,reaTSetHea_y,reaTZon_y,time,weaSta_reaWeaHDirNor_y,weaSta_reaWeaTDryBul_y,rewards
2023-10-21 01:38:05,1.0,0.5,1.0,297.15,294.15,304.7820202019275,25321085.0,0.0,280.9892668114353,-0.0009726553997296272
2023-10-21 01:38:35,1.0,0.5,1.0,297.15,294.15,304.78257101817076,25321115.0,0.0,280.98640423631514,-0.0009726553997296272
2023-10-21 01:39:05,1.0,0.5,1.0,297.15,294.15,304.7831019082169,25321145.0,0.0,280.98352529500903,-0.0009726553997296272
2023-10-21 01:39:35,1.0,0.5,1.0,297.15,294.15,304.78361299288156,25321175.0,0.0,280.9806301077094,-0.0009726553997296272
2023-10-21 01:40:05,1.0,0.5,1.0,297.15,294.15,304.7841044231629,25321205.0,0.0,280.9777187946084,-0.0009726553997296272
2023-10-21 01:40:35,1.0,0.5,1.0,297.15,294.15,304.7845763761131,25321235.0,0.0,280.9747914758984,-0.0009726553997296272
2023-10-21 01:41:05,1.0,0.5,1.0,297.15,294.15,304.78502905219466,25321265.0,0.0,280.9718482717719,-0.0009726553997296272
2023-10-21 01:41:35,1.0,0.5,1.0,297.15,294.15,304.7854626730507,25321295.0,0.0,280.9688893024209,-0.0009726553997296272
2023-10-21 01:42:05,1.0,0.5,1.0,297.15,294.15,304.7858774793748,25321325.0,0.0,280.96591468803786,-0.0009726553997296272
2023-10-21 01:42:35,1.0,0.5,1.0,297.15,294.15,304.7862737288752,25321355.0,0.0,280.9629245488151,-0.0009726553997296272
2023-10-21 01:43:05,1.0,0.5,1.0,297.15,294.15,304.7866516943824,25321385.0,0.0,280.95991900494494,-0.0009726553997296272
2023-10-21 01:43:35,1.0,0.5,1.0,297.15,294.15,304.78701166212295,25321415.0,0.0,280.95689817661963,-0.0009726553997296272
2023-10-21 01:44:05,1.0,0.5,1.0,297.15,294.15,304.78735393015444,25321445.0,0.0,280.95386218403144,-0.0009726553997296272
2023-10-21 01:44:35,1.0,0.5,1.0,297.15,294.15,304.7876788069466,25321475.0,0.0,280.9508111473728,-0.0009726553997296272
2023-10-21 01:45:05,1.0,0.5,1.0,297.15,294.15,304.787986610091,25321505.0,0.0,280.94774518683596,-0.0009726553997296272
2023-10-21 01:45:35,1.0,0.6000000238418579,1.0,297.15,294.15,304.7882777007421,25321535.0,0.0,280.9446644226132,-0.0010571665817957765
2023-10-21 01:46:05,1.0,0.6000000238418579,1.0,297.15,294.15,304.7885531094622,25321565.0,0.0,280.9415689748968,-0.0010571665817957765
